Troll score,URL
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/arretons-de-nous-faire-croire-que-nous-sommes-les-meilleurs
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/autres-solutions-complementaires-aux-eoliennes
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/beaucoup-de-sujets
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/biodiversite-60
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/bon-sens-du-bio
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/cest-simple-comme-bonjour-vive-le-velo-et-les-petits-producteurs
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/changement-global-de-notre-maniere-de-vivre
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/commencons-par-ce-qui-est-vraiment-a-notre-portee
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/comportement-individuel-eco-responsable-au-quotidien
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/contribution-mondiale
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/crimes-contre-l-humanite-et-la-terre
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/dans-transition-ecologique-il-y-a-transition
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/defense-animale-et-protection-de-la-nature
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/deprogrammer-lobsolescence-programmee-des-equipements
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/des-solutions-peut-etre
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/developpement-ecologique
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/didier
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/difference-entre-nord-et-sud
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/dom-2
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/donner-la-prime-de-conversion-pour-tous-et-non-selon-ses-revenus-cela-ne-doit-pa-toucher-aux-memes-beneficiaires
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/donnez-nous-les-moyens-dagir
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/ecologie-364
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/ecologie-635
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/ecologie-le-bon-sens
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/ecologie-reelle
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/ecologie-taxes-2
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/ecologie-taxes-pour-tous-niches-fiscales-pour-certains-benefices-pour-les-lobbies-industriels
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/ecologies-pour-les-nuls
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/ecologique-2
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/ecologue-1
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/economiser-leau-1
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/education-des-jeunes-generations
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/elargissons-votre-questionnaire
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/entretien-espaces-verts-controle-technique-materiels-thermique
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/environnement-145
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/envirronnement-climat
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/eolienne-a-plus-de-1500-m-et-non-500-m-favoriser-la-mise-en-place-de-champs-de-panneaux-solaires
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/essence-et-diesel-a-1-euro
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/etre-responsable-et-inventif
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/faire-de-la-resilience-le-critere-de-choix-des-options
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/faire-des-micro-barrages-en-zone-montagne-pour-l-electricite-cela-contribue-aussi-a-la-regulatin-des-cours-deaux
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/faire-supporter-la-transition-ecologique-par-les-multinationales-et-grandes-entreprises-qui-pratiquent-levasion-fiscale-et-delocalisent
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/faisons-payer-les-gros-pollueurs
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/faudrait-s-activer
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/faure
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/favoriser-le-micro-hydraulique-le-compostage-les-transports-en-communs-electriques-la-permaculture
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/fin-a-la-dictature-des-gilest-jaunes
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/fin-du-mois-et-fin-du-monde
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/glyphosate-et-neonicotinoides
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/halte-a-lintox-lecologie-politicienne-est-un-pretexte-pour-nous-imposer-des-mesures-depensieres-non-justifiees
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/homeoffice-obligatoire
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/il-est-grand-temps-de-sy-mettre-reellement-avec-les-autres-pays
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/il-est-plus-facile-de-punir-un-citoyen-isole-quun-groupe-de-pollueurs
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/impots-et-taxes-une-autre-voie-amendes
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/incitations-constructives-et-positives-de-letat-pour-son-electorat
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/incitations-fiscales-des-entreprises-a-devenir-ecolo-retour-de-la-consigne-moins-demballages-plus-de-local
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/incoherence-totale-de-la-politique-environnementale-qui-persiste-a-autoriser-les-gros-pollueurs-fortunes-qui-deconnent
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/instaurer-un-service-civique-ecologique-pour-nettoyer-littoral-canaux-rivieres-participation-obligatoire-pour-tous-et-continuer-tout-au-long-de-la-vie-a-donner-du-temps-a-ce-service-civique-et-ecologie-avec-peut-etre-des-points-attribues-pour-le-temps-pas
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/interdication-du-glyphosate
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/isolation-des-logements-2
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/justice-ecologique-et-ruralite
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/la-biotique-de-la-terre-amp-lespaces-detres-vivants
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/la-condition-animale
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/la-france-peut-elle-etre-efficace-au-regard-de-lemprise-financiere-mondiale-qui-regit-tout-la-pollution-ne-connait-pas-de-les-frontieres
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/la-loi-soleil
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/la-transition-ecologique-18
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/la-transition-incitative-et-non-punitive
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/laffaire-du-siecle
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/lavenir-de-la-planete-1
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/le-bien-du-rechauffement-pour-la-surpopulation
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/le-federalisme-au-service-du-developpement-durable
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/le-marche-de-leconomie
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/le-moteur-a-hydrogene-pour-que-les-constructeurs-automobiles-portent-linnovation
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/lecologie-cest-pas-pour-les-bobos
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/lenvironnement-le-monde-est-concerne
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/les-citoyens-agissent-mais-on-maintenant-besoin-de-soutien
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/les-gestes-a-notre-echelle
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/les-gros-pollueurs-et-notre-gouvernement-devraient-lexemple-pour-la-transition-ecologique
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/les-riches-et-les-industriels-doivent-payer-pour-la-transition-ecologique
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/lhomme-seul-etre-humain-assez-suicidaire-pour-detruire-lui-meme-son-propre-environnement
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/lhumanite-est-directement-menacee-a-tres-court-terme
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/loi-de-pareto-20-des-causes-creent-80-des-effets
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/lutter-de-facon-globale-contre-toutes-les-sources-de-pollutions-face-a-lurgence
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/mettez-vous-travail-chers-politiques
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/mobilite-ecologique
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/modulation-des-tarifs-pour-encourager-les-comportements-vertueux
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/moins-de-bla-bla-plus-dactes
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/montrez-lexemple-2
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/ne-pas-prendre-les-francais-que-pour-des-cons
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/nopppser-jamais-lecologie-au-social
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/notre-survie-celle-des-generations-futures-realites
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/nouvel-impot-sur-les-societe-lis-ecologique
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/on-nous-prend-pour-des-pigeons
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/on-passe-a-laction
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/passer-au-vert
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/passoire-thermique
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/passoire-thermique-pour-locataires
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/penalise-les-pollueurs-de-routes-jets-de-dechets-multiples-par-les-fenetres-de-voiture
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/petit-point-de-vue-ecologique
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/plus-de-justice-dans-la-transition-ecologique
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/pollueur-payeur-41
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/pollueur-payeurs-1
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/pollution-par-les-produits-agricoles
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/pour-nos-enfants-9
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/pour-plus-de-justice-et-dequite
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/pour-une-revolution-ecologique
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/priorite-absolue-a-lecologie
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/production-denergie-nucleaire-une-vieille-nouvelle-voie
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/programmer-la-transition-ecologique-sur-un-siecle-et-pas-sur-8-jours-non-a-hulot
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/protection-de-la-biodiversite
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/protection-de-la-planete-que-du-bon-sens
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/protection-du-monde
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/protegeons-notre-future-et-notre-planete
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/proteger-la-planete-mais-aussi-la-population
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/punir-les-pollueurs-encourager-la-recherche
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/quand-lecologie-vient-au-secours-de-leconomie-par-la-re-industrialisation-du-pays
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/que-de-bonnes-idees
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/que-fait-le-monde-industriel-pour-lecologie
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/quelle-pertinence-alors-que-nous-sommes-seuls-dans-ce-combat
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/quelques-reflexions-2
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/qui-pollue-le-plus-dans-le-monde-la-france-ou-les-autres-pays
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/reactions-pour-la-survie-de-lespece-humaine
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/recyclage-intensif-du-plus-dobjet-possible
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/recyclons
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/reduire-les-dechets-au-niveau-national
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/remettre-les-marchandise-sur-le-rail
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/rendre-les-transports-en-commun-accessibles-a-tous
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/respirer-2
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/rester-simple-dans-les-idees
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/retablir-les-enquetes-d-utilite-publique
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/revoir-les-criteres-de-la-vignette-crit-air
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/rouler-propre
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/sauver-la-planete-29
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/solutions-ecologiques
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/solutions-simples-2
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/stop-a-lexploitation-mercantile-des-ressources-en-eau-et-en-energies-au-niveau-de-la-france
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/stop-au-80-km-h-100
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/stop-au-gaspillage-23
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/stop-au-masacre
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/stop-aux-taxes-injutes
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/subventions-1
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/supprimer-les-taxes-foncieres-sur-les-parcelles-boisees
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/surpopulation-10
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/taxer-au-profits-de-la-transition-ecologique-les-transports-aeriens-et-naval-leurs-carburants
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/taxer-le-kerozene-des-avions-et-les-transports-maritimes
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/taxes-pollution
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/taxes-sur-diesel-et-esssence
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/tous-colibris
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/tous-responsables-11
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/tout-le-monde-n-est-pas-loge-a-la-meme-enseigne
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/transition-ecologique-424
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/transition-ecologique-82
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/transition-ecologique-et-protection-de-lair-de-lenvironnement-et-de-la-vie-humaine
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/transition-ecologique-et-systeme-economique-neoliberal-sont-ils-compatibles
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/transition-ecologique-nouvelles-technologies-formation-embauches
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/transports-en-commun-et-pollution
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/un-avenir-our-nos-enfants
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/un-etat-ecolo
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/un-mega-lobby-international-pour-lutter-contre-le-dereglement-climatique
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/un-peu-de-courage-politique-messieurs
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/une-coherence-gouvernementale
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/une-politique-de-lenvironnement-radicale
0.1,https://granddebat.fr/projects/la-transition-ecologique/collect/participez-a-la-recherche-collective-de-solutions-1/proposals/une-reflexion-urgente-simpose-concernant-le-bien-commun-quest-la-terre-et-les-etres-vivants-qui-la-peuplent
